65870 221600
42229 45687
15255 33843 320880
45712 38001 297055
15639 7182 297411
21995 15806 283751
32790 13744 238867
59305 46489 282803
3517 14337 280472
61227 49654 246060
36773 55845 282661
3500 57041 277132
35258 38917 288852
17154 58475 251827
20158 40573 327217
9582 61903 254378
44150 8582 274448
55905 64830 239499
60875 62736 303931
65484 42428 281315
18427 49100 260725
20105 65572 316039
42166 33711 249782
14864 39968 268053
34425 7244 236786
24997 41654 286622
47696 37174 241824
21092 37243 294230
54283 10698 275826
14854 59569 277170
36286 1891 251957
55663 15128 272734
26290 2624 329918
51635 43141 325855
46260 41681 328744
46230 22912 241109
41001 2185 320706
29493 43128 261644
34114 28315 314248
37228 23039 252373
63945 46564 277361
55818 36524 274069
8644 61935 248866
9837 61035 254357
34168 59389 285990
34971 21556 274047
45010 14785 331441
27505 26488 248788
6428 65582 313458
56714 48339 253604
10929 49696 300985
22880 22219 282818
34298 33955 301491
19825 53146 268862
9974 11070 246684
15470 40953 284679
40092 30255 319410
55519 59731 240808
824 24187 327962
32923 32656 327043
11420 23968 295871
34121 37766 224488
8464 43454 288193
17288 24745 271064
8340 25681 283771
13646 54346 263528
28391 40126 330133
55765 61181 267291
27303 27088 251522
58413 61731 250686
147 51599 231310
54849 15283 283344
37804 60500 231906
59116 18577 281193
25749 56929 312598
58193 24522 289287
32761 28129 234180
50928 28289 274882
45300 39430 226865
34777 23363 295860
9140 51709 234611
37542 36032 277889
43353 52809 230066
3601 30374 232784
23484 54483 248587
16808 5279 304924
64142 17655 315920
22021 44447 296575
65517 45248 232735
7762 14379 242382
32533 1692 271291
56588 26186 268302
19300 44053 326858
19506 56932 293584
12865 18866 264891
30407 6441 328549
7246 57475 227199
29260 2387 257653
18708 5779 293631
43962 3554 223073
32500 56372 264013
27342 58064 277380
50896 28454 241768
62376 18748 271490
6096 63871 281032
56029 25432 225665
65103 36297 287714
57898 62197 305909
25950 65006 266160
48381 3635 229826
30109 22362 255556
25800 41634 308238
44215 54274 310383
27496 34115 326705
6551 31297 275438
5455 47658 257158
32779 57181 292678
50950 12974 283981
24007 52048 300770
49335 57681 252196
46246 49516 297841
15738 2029 312805
58833 50318 222074
35463 22615 300421
6674 35633 282982
29342 18896 311697
315 50613 297618
5217 10639 267357
21004 13429 302468
48824 62483 264921
50300 7363 331028
58786 490 294817
12175 39200 281580
64610 64920 279791
38074 39841 257018
24275 47741 262635
33066 51273 287923
30622 28081 260651
28504 62195 256972
55342 4719 270458
11846 12623 239651
55236 40504 238668
43503 24450 252501
65693 40394 281436
9720 5477 235049
12877 42602 307335
60262 17227 294746
7299 17242 319796
54758 3079 226273
32066 50401 330550
17826 35284 298727
64814 58673 284421
57219 21718 282642
44025 19920 307903
33670 24624 278689
65446 50890 281031
52718 16124 293285
43279 45067 323921
60346 13565 271811
23133 23170 238415
19673 20086 250244
38395 58065 331957
44394 186 314282
38529 49187 301863
57643 3812 224348
41479 3771 234169
11850 49232 235584
51693 16889 223226
34091 36052 223048
36678 33207 277361
62986 24160 280666
52191 2808 314738
56041 51030 236076
13548 41737 274221
26340 53890 251202
7815 15949 311224
60051 50108 253401
505 4569 233119
14210 7720 324384
31856 1548 312033
48211 40533 246017
19979 33022 236062
18571 47746 321223
31387 31221 272472
14421 20211 303807
51594 54364 326061
32229 49949 322656
53398 42302 233467
20542 43155 276922
21834 38438 270494
4554 63343 233424
40972 34305 282952
47757 53281 239460
4752 33010 242207
53390 24031 297160
18394 24620 325113
35592 23302 283957
46343 15402 227474
8337 50152 306137
28821 14600 248974
28053 11215 281088
64640 31493 252208
8987 39539 252654
6714 45878 234246
61118 41826 290722
5634 31862 222103
3429 36615 260410
54165 38258 251818
4834 21411 305603
63803 26303 275535
27433 11901 296858
27179 20476 266895
46679 10298 307838
61746 34387 302683
936 5 229991
27490 30814 236830
50899 13155 234392
55675 51000 255445
10527 34778 272445
13123 54368 242308
2437 23247 245890
25386 3254 289146
30163 12911 327896
44555 63936 327340
2671 24154 286812
28867 6634 286456
7460 24874 302952
33479 65258 265187
4554 2107 285178
55725 12336 263329
7000 46576 313351
50894 52795 237716
53370 31059 306749
6782 4149 305103
23678 63350 325121
34124 38700 277778
48253 16815 312552
32300 24306 259177
31111 15556 274366
54681 14516 256424
11985 6018 224733
60291 26738 250491
13145 63668 318427
33162 50004 317600
46776 53884 312818
49458 44683 279835
41367 57141 292707
9676 64715 222920
65118 51952 265210
18165 2811 283256
51703 62008 270501
45308 28589 306482
40201 11383 228095
30622 35480 281435
32028 42648 270156
61876 3238 249420
24874 64264 264378
56021 46320 298534
21061 15383 249307
65544 6904 291227
39102 36171 312214
64551 46619 233423
55260 58361 224524
14348 53427 243532
2830 51221 259346
46400 46424 235018
7654 26797 230471
48622 45283 270325
39804 34461 234044
18405 26061 273423
13548 48429 227390
24841 20352 294817
46349 58240 316044
43407 29994 261484
25062 6398 230060
38493 56940 302087
24516 63024 305600
9684 59890 255065
30716 43267 323576
44008 29217 232115
45607 18470 258914
64926 35823 302874
39955 45540 314275
54231 24891 264701
49665 3361 228094
42212 59074 307706
33462 65303 296374
61757 17509 242426
48222 56089 295539
33483 42112 331595
39232 23692 251591
7510 25977 254289
46128 62469 272757
27739 58645 260981
47223 28562 306173
33506 40694 322449
10815 16229 315555
24173 2845 229139
21744 6331 298198
27279 14236 302073
43850 32038 246833
48706 7293 297355
19453 33570 324262
56048 4010 292245
58911 26229 249397
5348 40075 274777
55698 30185 251938
47349 63640 242918
65001 15974 233781
31505 28706 221693
23786 48658 330664
12176 56582 302184
37184 15974 330410
6381 46892 305412
57140 22745 274632
41623 65392 226001
42055 3394 315020
54239 54529 259474
39821 24964 247101
5115 29711 238789
59605 41749 332012
32488 21736 226305
46346 29742 244483
14683 59576 240112
43849 27932 280976
58445 5449 247773
52 58995 329733
9486 63065 308833
59975 11051 277787
12537 43900 243508
10658 3527 245813
14293 13120 227366
23258 8993 312320
4443 43773 229106
65076 53424 310577
48068 43830 226858
36894 35332 248283
35127 44939 296961
1890 18524 297423
32679 21441 313297
45407 33214 266751
64973 43188 311698
58471 58009 270349
42390 59925 332075
16929 32239 250791
404 25658 260181
5967 8209 328849
63560 42435 326535
51155 35198 247713
59078 28040 281604
32227 19583 280157
29139 31541 294620
54423 47515 271855
11577 33714 293674
33606 27543 223096
1133 54077 280225
26316 60115 280473
37287 5987 276261
59019 58194 236637
614 5240 323727
42584 3972 327561
10427 8449 246365
20604 2910 223859
38251 47148 276248
20398 65646 299592
54225 52648 241252
65004 38909 326176
51757 102 232946
3331 36747 249731
45336 53236 287660
60924 53316 280078
36144 46643 327549
14029 30962 290635
9672 16694 251984
58558 52361 331660
14140 35677 330130
50684 33796 315316
40654 54124 285002
50742 52458 321707
6999 1857 272121
26820 17891 244517
34276 57392 266319
11701 57846 278715
11828 9145 225303
45714 2013 222700
64292 63987 307931
14128 24728 252489
23839 47043 283246
21876 35855 269279
25630 11720 269088
58836 38146 295958
30629 36399 301598
14158 35660 328041
4606 9414 233042
31771 37250 237618
65087 52085 320240
51848 52366 268636
52989 55714 294535
20484 42444 222098
31453 25729 309892
37526 37860 234449
58474 3315 323654
10608 46698 290701
32996 57492 223302
38353 59111 240192
1850 38269 259902
23375 27607 265151
40131 58689 247392
1936 33242 234222
9222 44870 320244
12228 1867 243616
64622 26264 279887
44450 11616 266051
23336 37996 232694
9902 4026 306534
18830 52820 265359
15839 39642 313736
54879 32880 327988
5124 51381 229629
23559 7981 300679
5086 39898 271379
6160 51076 271299
2224 690 321662
59426 36531 291631
7684 58745 279592
43046 48578 267427
52330 57543 317292
30818 58182 258503
16564 43350 257670
59788 3052 329188
58314 968 273826
12831 46230 255937
36678 5262 285634
45672 20462 313668
41930 13875 250556
11608 28475 244050
18130 24164 308500
9040 41677 242120
49334 19597 305468
44562 3268 281934
3372 49345 249272
51175 37488 318752
52581 22898 242531
35701 28918 228842
32165 13598 262374
57357 36217 315050
9708 48790 303776
26714 41059 295797
50733 14271 246092
22025 2189 282713
16375 15641 255529
20310 42698 274553
33834 57855 301139
21614 25137 223930
13187 14702 263241
32286 29038 331237
39423 37050 299326
39409 6253 269199
13295 13941 254731
7887 19047 235721
57309 59343 302869
30553 13787 309703
2597 58059 275159
63128 33352 297454
25140 3397 235929
37568 42734 229943
35063 4270 278615
26290 54740 315412
13869 8989 264912
25775 32447 232238
2132 1641 248166
59930 29156 325516
51860 12851 308204
20551 26372 303112
53480 3470 278063
12683 46636 259461
45804 32892 294567
5704 43833 300021
38278 3929 302472
36725 17651 255312
21779 47684 265332
52681 2434 308504
27989 770 274866
10030 28964 272421
38887 52009 286812
56990 56886 266914
17237 42885 330813
14159 28012 303129
40047 30612 300149
19387 2603 283123
15232 28602 270340
57108 53101 272887
56382 7806 310292
60516 28985 273399
13846 62515 255348
63061 686 291379
29640 65391 271040
12007 5663 324522
15011 38077 329661
2773 21395 226322
28479 7138 296915
5180 35975 327627
6299 55548 253980
25592 4746 247452
61936 11818 247832
11350 36239 310639
50575 48809 281488
38462 41519 248367
20580 44249 276696
37852 207 243009
34878 36163 300004
24517 47691 254584
35860 1505 222151
51861 55015 289873
50697 32288 309280
13082 50764 238779
50884 1115 288547
7318 15024 250169
54573 7935 277628
23083 30895 241185
43952 56135 236901
58670 46806 272871
41944 17009 294738
16905 17848 248235
10022 56569 268422
28542 61161 235826
42950 39880 288169
22496 21218 281700
12838 63917 308759
61287 37932 319195
54749 1293 266600
28561 1587 242015
24913 52014 255232
59488 63882 250344
21067 5287 247182
59187 56368 264825
47936 17813 280949
35697 54006 268516
33585 56618 310104
20951 34697 312540
31598 41362 252555
34323 64767 252851
9486 9382 269981
47855 24770 299908
54905 46286 305798
867 46047 265907
12490 18088 294936
53840 10879 297326
50163 37686 277699
41822 60589 250681
25053 31841 307934
38281 47694 238114
7604 6418 314937
54179 20396 264199
18228 45862 283181
3593 65832 283266
5226 42605 273923
13603 16688 313806
30323 44598 303824
10991 8936 232022
21304 6316 271907
8792 62005 253376
11323 59001 291197
60461 64968 324485
20127 36959 287741
20066 5988 318186
2636 32155 273565
12841 46449 269924
56510 18051 318702
58786 44980 290013
26112 39517 232814
28478 48270 292410
23402 35461 294321
33237 55994 232266
9488 4504 287995
4128 52467 268094
63750 51830 235192
42480 48025 326875
48944 54177 263294
17502 40798 233368
8598 64158 233893
64003 5762 223759
28830 63388 272099
39983 49097 250124
10272 43453 237547
2923 9290 322322
28907 1059 285049
49326 35746 295899
58439 3262 324086
6085 17900 264496
2067 10485 313111
8456 16531 317539
62878 59617 277649
13803 65800 229247
50332 56897 293502
52763 55121 246470
1380 40424 331228
56777 14159 292038
12464 51862 296199
31264 62089 316648
21492 54851 312736
5820 12296 251893
59718 50856 284335
31790 37918 269684
8771 18375 254669
14722 43012 309070
51602 50230 320432
10690 41219 232042
38302 60626 246314
52849 44594 297278
28726 17468 224213
15012 61404 267374
4549 18701 325868
16698 38977 295479
63663 50044 305145
37126 57430 303692
55752 7970 299499
9124 49752 242140
8023 35081 315066
60282 25615 295956
17272 55126 287952
50357 51035 322728
15018 48490 222555
27513 5849 320349
8991 21580 324606
57982 7003 308042
19767 7047 326131
14916 34823 264001
27068 57855 247359
50527 57293 284187
21996 29889 315737
32903 52891 318616
7108 11426 250620
9762 22000 251825
17667 24506 235186
65323 54522 227915
17542 4206 224391
46083 24275 275429
36248 3091 315023
37468 26918 236706
58889 2148 293175
18435 23808 320983
43914 17217 307892
33341 23761 297066
3176 44466 309671
31031 16095 232831
3048 13013 237085
1170 19400 231511
48386 62334 260539
58833 23471 298418
36467 27876 274161
65064 65522 286282
33679 13718 255591
35573 30951 245167
63774 53422 288475
5649 11652 290734
26771 6465 234306
37702 53894 265397
48366 37927 257457
64472 33508 230868
8528 723 232738
59445 56179 275032
11701 42303 257931
58515 26875 304607
23839 14226 290174
12401 65353 239064
58949 62117 301000
43712 59671 331342
23345 51907 286333
37083 17341 277627
12188 9424 285720
12854 3605 285138
10737 11643 249618
59692 11777 302705
22342 64647 287064
25354 53619 309810
46654 7649 332227
61884 40212 222701
57650 38773 312788
37013 10062 308288
35710 34476 294105
25467 51193 331923
26072 62234 327813
19961 6176 226194
6210 33931 222722
9396 25726 277514
12423 62256 303018
14331 49660 269367
41845 2872 298162
53275 31932 332201
59430 18030 316019
34789 59159 234274
43999 18391 247310
55877 25784 290703
10150 54489 264794
44936 24244 224074
22360 53524 238632
13850 7691 330316
57155 20087 308275
48312 8112 327582
44518 32414 249189
9251 28331 293971
12388 26194 254021
32820 17993 312469
24938 22556 231307
48064 62372 298224
7199 41102 233769
35813 229 254024
15034 41086 319323
37500 45619 285620
16138 26727 225195
16676 61190 234602
40962 14844 287416
53343 32415 231145
21783 27121 244624
42507 49421 279141
20955 43704 241826
18097 2347 245216
59843 45995 260286
53801 31868 277939
62096 59790 269578
31082 41528 261086
57280 1030 312417
36063 7305 275726
42759 5830 264902
1700 38433 304026
23057 8785 325757
43985 232 269831
14509 39325 291348
12945 22205 296093
65630 27420 316182
33244 47478 259050
28812 20961 254300
25957 8314 248005
18652 21154 281374
47015 47748 295347
46021 20288 246778
63654 43915 259738
30466 18277 234770
22073 31968 320448
17627 14092 230327
9892 55704 282383
54211 9692 329359
56569 40391 311111
63523 9263 296000
2920 20127 256053
9670 7899 328268
4059 48918 317320
59045 6173 319940
21297 58490 314169
17619 24985 224289
25343 39613 240057
5390 60076 288339
29207 37920 303797
34206 12039 259528
23663 63971 301061
35034 7420 276064
13930 36679 225655
63904 56916 280042
50981 1765 315855
54346 35767 221930
46467 17471 277279
30493 5027 314546
5987 2952 304521
18506 50812 312344
45117 18001 322213
33336 24698 304194
6320 7786 252355
60064 14462 329951
20156 3416 253494
14835 53298 300066
10679 34327 329781
27234 39921 308346
15518 56619 294767
2966 60490 222310
53522 18647 293962
30491 52985 273387
55680 65043 248165
7719 10885 258233
7372 59156 278097
4447 41144 276949
65537 3626 256805
1656 56763 292296
45145 14909 249316
34528 8526 308897
60244 44047 257775
13636 33330 277719
14907 22254 309701
15890 15244 327258
27853 54421 320099
11086 51714 248829
819 30609 303008
64886 33930 236089
65691 63209 244088
58874 22342 277509
26252 61187 292485
63935 29100 323874
40611 55565 319762
45928 13957 294666
8448 18893 234643
23750 64515 307948
61423 55169 290392
50379 8327 303496
32219 22758 286894
26580 41972 250718
9129 48476 311945
60523 33042 222751
20283 21723 288890
29355 6212 253773
3908 30253 282706
29614 1398 236484
47006 15499 256947
27296 59403 306356
65736 42084 253839
1205 34709 309579
34184 16036 307863
17195 31626 240875
32140 31253 234334
38705 26124 329932
44972 16954 251436
42762 34140 283690
39082 47678 293737
54211 33242 283024
9470 12783 249732
61313 48788 327398
20711 30744 275872
14936 41319 228756
24482 10201 271511
47199 29474 286310
37813 21945 315376
46553 13097 279430
38190 17729 248428
28804 61576 273516
24821 52354 288937
49732 26264 309030
52152 57716 252295
21175 6474 330260
18875 6780 245159
54802 47442 295041
10377 37810 275740
63172 39876 298190
53902 43478 325350
25548 55834 312177
49650 64891 257892
65387 6331 273417
7955 32518 296599
11144 47284 252839
59304 33763 280791
45825 41813 314198
53771 25809 236375
1259 37127 322601
5480 46225 235003
41986 20655 322861
33431 56740 261886
5837 19699 224941
55390 37285 238980
44532 32329 289450
64389 40645 226985
2222 10517 286517
40124 32343 318872
48870 32283 246715
22111 18431 303121
18430 28711 291109
24669 58687 261407
31928 567 324770
30846 36890 242790
51642 25439 322398
31689 9471 331028
27629 9357 248806
39164 39128 266017
1103 9597 330074
43198 52441 283148
18148 30871 224358
18615 44389 326258
58064 12786 305370
15592 33659 224823
19073 50123 257915
16895 30561 264913
54081 24148 278893
19868 58039 289683
29989 44468 244504
5899 6814 246248
59966 7650 324177
3210 10373 258882
64532 10757 330806
47145 26138 270184
61793 14185 238539
49840 24837 315298
14147 64544 328160
42890 47452 297619
30489 48437 305434
7448 50830 302001
32454 35419 283273
62426 57480 227303
18671 35667 297376
51839 40918 226072
16791 46501 309330
21913 51895 249449
3641 22842 301767
55786 1725 285142
40974 3146 283181
47529 4654 314558
416 23842 296288
38412 42099 303877
58221 7087 259731
59349 27884 241823
39239 23906 294202
39082 31246 304788
4642 39846 309017
10286 9541 303696
19358 6961 289530
22821 33261 311486
62929 35961 254283
54252 33345 283675
37695 42765 281142
12435 61269 260340
48628 57526 318177
12380 22494 261908
60117 18208 222786
5036 766 261885
26921 5139 322253
1011 55466 253264
35638 50851 285889
12291 48802 272497
28937 36719 300361
20506 12830 261270
59799 7747 260377
28847 48788 302271
42776 35907 258636
46863 8882 285076
54868 49819 237630
52224 32923 293749
42776 34720 243838
3749 14539 277851
34305 33110 242085
4863 5601 274488
60138 14696 330533
44061 39148 266796
52788 29158 316361
28886 47653 251500
44368 27875 244481
45628 43644 325136
37726 23323 263765
39861 17 298978
14772 23102 222331
63520 37844 283244
19868 24104 329616
9080 20272 310798
8191 49373 229106
38981 22323 316531
47063 9100 313437
50787 9869 320551
48827 22146 301555
40100 53464 236027
55456 20728 266084
12618 38871 269177
20858 35449 265920
43875 2666 250753
50578 47862 277594
24184 65073 285909
29442 38251 262001
63356 60611 298753
22818 34235 249724
25953 49221 319946
6269 50185 239359
24848 59587 250870
52837 17103 231943
60397 28081 269503
5725 58060 222969
52405 45633 270891
24147 56250 267422
21444 63711 256039
41112 9524 262252
22981 49078 261753
16682 38047 281241
61274 64059 326482
52589 29541 236773
38619 34720 259004
47800 33852 251663
41520 61084 223575
6173 168 232157
57833 25844 319689
15202 41011 322425
31633 24897 223575
21791 38651 269761
33946 36116 276923
29662 5186 317029
339 38241 250592
37396 17603 254576
26372 20296 296440
25854 44422 273748
60442 47051 266180
13760 1436 256508
31824 60609 284529
56372 58633 304625
58182 29855 295643
23216 64439 289606
39037 38697 226405
32897 12128 273472
34514 59511 296476
62535 34065 259851
27659 6119 296561
38536 11500 304579
11721 21299 315606
58488 25102 327971
50629 12735 313474
44245 14297 317686
49893 64015 266111
34054 26192 309687
58654 19694 243287
54182 61839 245717
15843 35371 222230
55279 37909 315310
52123 27469 296787
5679 55267 311799
1579 32239 231524
35827 12928 265669
47577 55924 326834
20798 61872 325073
40551 32604 255670
54528 61178 256890
39261 21609 243903
13410 52514 290858
44249 29375 326128
47367 60107 231561
46976 62273 278749
8921 38651 322717
51628 47704 222738
37171 38892 221608
12081 22464 278526
52059 27494 310506
38536 58118 240492
293 26078 315576
4503 4964 225144
60723 11901 225360
23175 41126 251931
12670 18939 281383
23421 14126 221673
26395 55909 234658
41087 32508 288796
15765 47529 237356
19049 15327 288822
55600 51088 254264
33363 8289 260738
2462 15414 268581
10067 34990 264529
2909 28472 242491
18915 7606 262555
1072 8303 275432
21710 45288 270061
49285 6071 265417
15611 62459 240729
51574 46396 329505
33731 24856 289432
21523 22687 267516
30647 23937 307694
29132 346 305156
36821 51828 244661
43217 50814 257415
1436 22342 248553
5463 29156 246372
26984 46806 300657
61921 49074 237061
61349 26737 270527
47477 18684 274398
57138 46107 258212
31120 26948 261327
56505 44813 317464
19058 39851 327357
41861 47359 272683
15908 25558 285906
47145 25700 330850
55515 37160 265867
37020 15119 278211
743 14691 302429
43918 53302 246331
27642 43666 311516
48269 19272 242877
46282 6035 297371
64543 9951 314572
40469 31097 283478
60239 26766 285864
55893 55617 317266
898 58826 326007
32945 62671 277954
2465 53036 319947
60960 43273 289766
41411 16742 289310
34423 46845 315825
15701 17976 260423
19219 8329 294205
31389 52680 331987
20943 48362 235890
33354 3869 264612
15394 9993 277440
31237 56338 226433
13992 11161 226583
29365 18692 329188
62518 15175 320284
16698 49148 295689
12243 9599 262264
61038 17642 325976
16686 59571 282304
49281 7041 283394
52917 55366 253558
59128 49447 272299
29559 53631 257700
40462 64917 233110
58373 46628 261181
30783 20687 237615
46371 5398 243860
51916 52736 247389
24048 17550 297126
64661 35419 323258
47642 29399 318864
53425 42509 276256
48597 43289 329853
48061 6318 262604
5187 44114 307151
26560 6352 286768
41476 61573 242070
9871 7911 316769
22707 58093 332395
44021 14226 299757
54615 14837 268388
9239 28921 304640
59520 43755 283969
32371 37957 243815
40433 58093 254939
59926 33681 226353
41112 8796 287087
40095 40023 284537
45894 24977 260851
43546 48565 263869
64782 51730 320937
19394 42136 251526
50537 6966 251828
55338 2144 299945
63869 38887 280849
63700 58753 227754
45461 17675 279901
10211 51760 282282
38258 27491 316634
8736 49650 319336
53327 58520 313756
3732 38678 223509
59193 29075 259103
29744 11461 309629
3290 25174 261639
54047 62771 316852
41202 41695 270273
40208 9921 264032
6684 57475 277363
31495 2006 316337
60437 23810 301423
52191 12311 232211
65014 57811 327172
24884 63977 319954
4416 42576 285001
62046 19701 237319
56190 8312 268928
33948 54360 296816
45894 4391 295709
47140 46893 314010
6979 25020 307090
15841 302 298288
42212 50731 256787
42506 18670 283126
45279 6678 305101
38188 58305 281196
25914 49759 261450
20861 65694 316967
43424 50692 225986
57147 37605 244950
37278 28953 320435
46778 57993 288184
43971 57966 222034
11688 61287 297028
35268 39360 306359
52603 4726 263455
1156 28894 224383
47745 17854 268441
33744 58615 297556
39684 40991 269917
31484 16583 277452
62629 10204 225310
48288 37613 229624
25104 41750 257053
49615 54972 328850
22366 52677 226558
19167 11983 313692
28237 33533 233532
30764 22629 308607
19526 32713 274676
13775 38251 226707
18233 15032 275774
17803 18957 235265
51547 6262 330155
42929 55566 279360
9195 46036 322674
47342 48168 243488
60215 6740 266904
26034 19061 319100
41412 44705 330886
39565 35937 299379
28494 27497 223628
62028 64179 299354
45771 63919 235275
54440 19225 282648
31938 12440 331754
55390 19087 229205
14691 19289 232763
37201 54522 245847
23194 48624 259506
1368 3833 249560
14260 7831 260799
9594 10722 296009
30554 15219 296637
23995 43749 257274
46626 10393 273857
41633 57651 228317
21198 28088 271222
18889 30721 299121
30932 48216 265905
33172 8750 315488
6760 63003 236719
